index,Sku,Catalog,Category,Weight,TP,MRP Old,Final MRP Old,Ajio MRP,Amazon MRP,Amazon FBA MRP,Flipkart MRP,Limeroad MRP,Myntra MRP,Paytm MRP,Snapdeal MRP
1215,XL,Mix,Kurta,0.3,400,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097
1216,2XL,Mix,Kurta,0.3,400,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097
1217,3XL,Mix,Kurta,0.3,400,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097
1218,S,Mix,Kurta Set,0.4,615,3095,3095,3095,3095,3095,3095,3095,2895,3095,3095
1219,M,Mix,Kurta Set,0.4,615,3095,3095,3095,3095,3095,3095,3095,2895,3095,3095
1220,L,Mix,Kurta Set,0.4,615,3095,3095,3095,3095,3095,3095,3095,2895,3095,3095
1221,XL,Mix,Kurta Set,0.4,615,3095,3095,3095,3095,3095,3095,3095,2895,3095,3095
1222,2XL,Mix,Kurta Set,0.4,615,3095,3095,3095,3095,3095,3095,3095,2895,3095,3095
1223,3XL,Mix,Kurta Set,0.4,615,3095,3095,3095,3095,3095,3095,3095,2895,3095,3095
1224,S,Mix,Kurta,0.3,425,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
1225,M,Mix,Kurta,0.3,425,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
1226,L,Mix,Kurta,0.3,425,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
1227,XL,Mix,Kurta,0.3,425,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
1228,2XL,Mix,Kurta,0.3,425,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
1229,3XL,Mix,Kurta,0.3,425,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
1236,M,Mix,Kurta Set,0.4,1195,5997,5997,5997,5997,5997,5997,5997,5997,5997,5997
1237,L,Mix,Kurta Set,0.4,1195,5997,5997,5997,5997,5997,5997,5997,5997,5997,5997
1238,XL,Mix,Kurta Set,0.4,1195,5997,5997,5997,5997,5997,5997,5997,5997,5997,5997
1239,2XL,Mix,Kurta Set,0.4,1195,5997,5997,5997,5997,5997,5997,5997,5997,5997,5997
1259,XS,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
1260,XS,Mix,Kurta,0.3,570,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
1270,3XL,Mix,Kurta,0.3,425,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
1274,L,Mix,Kurta Set,0.4,615,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
1275,M,Mix,Kurta,0.3,425,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
1299,L,Mix,Kurta,0.3,425,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
1303,3XL,Mix,Kurta Set,0.4,615,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
1306,2XLL,Mix,Kurta,0.3,425,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
1307,MM,Mix,Kurta,0.3,424,2240,1695,1695,1695,1695,1695,1795,1695,1895,1695
1322,XS,Mix,Kurta,0.3,424,2240,1695,1695,1695,1695,1695,1795,1695,1895,1695
1323,XS,Mix,Kurta,0.3,467,1878,1995,1995,1995,1995,1995,1995,1995,1995,1995
1324,S,Mix,Kurta,0.3,467,1878,1995,1995,1995,1995,1995,1995,1995,1995,1995
1325,M,Mix,Kurta,0.3,467,1878,1995,1995,1995,1995,1995,1995,1995,1995,1995
1326,L,Mix,Kurta,0.3,467,1878,1995,1995,1995,1995,1995,1995,1995,1995,1995
1327,XL,Mix,Kurta,0.3,467,1878,1995,1995,1995,1995,1995,1995,1995,1995,1995
1328,2XL,Mix,Kurta,0.3,467,1878,1995,1995,1995,1995,1995,1995,1995,1995,1995
1329,3XL,Mix,Kurta,0.3,467,1878,1995,1995,1995,1995,1995,1995,1995,1995,1995
