index,Stock,Category,Size,Color
2303,6.0,KURTA,M,Cream
2304,2.0,KURTA,S,Cream
2305,2.0,KURTA,XL,Cream
2306,3.0,KURTA,XS,Cream
2307,4.0,KURTA,XXL,Cream
2308,3.0,KURTA,XXXL,Cream
2309,4.0,TOP,L,Cream
2310,0.0,TOP,M,Cream
2311,0.0,TOP,S,Cream
2312,3.0,TOP,XL,Cream
2313,1.0,TOP,XS,Cream
2314,2.0,TOP,XXL,Cream
2315,1.0,TOP,XXXL,Cream
2316,155.0,TOP,L,Red
2317,240.0,TOP,M,Red
2318,145.0,TOP,S,Red
2319,150.0,TOP,XL,Red
2320,95.0,TOP,XS,Red
2321,148.0,TOP,XXL,Red
2322,180.0,TOP,XXXL,Red
2323,2.0,DRESS,L,Grey
2324,2.0,DRESS,M,Grey
2325,2.0,DRESS,S,Grey
2326,2.0,DRESS,XL,Grey
2327,1.0,DRESS,XS,Grey
2328,3.0,DRESS,XXL,Grey
2329,2.0,DRESS,XXXL,Grey
2330,0.0,KURTA,L,Grey
2331,2.0,KURTA,M,Grey
2332,0.0,KURTA,S,Grey
2333,0.0,KURTA,XL,Grey
2334,2.0,KURTA,XS,Grey
2335,0.0,KURTA,XXL,Grey
2336,0.0,KURTA,XXXL,Grey
2337,1.0,TOP,L,Yellow
2338,0.0,TOP,M,Yellow
2339,1.0,TOP,S,Yellow
2340,2.0,TOP,XL,Yellow
2341,1.0,TOP,XS,Yellow
2342,4.0,TOP,XXL,Yellow
2343,2.0,TOP,XXXL,Yellow
2344,1.0,DRESS,L,Yellow
2345,2.0,DRESS,M,Yellow
2346,3.0,DRESS,S,Yellow
2347,2.0,DRESS,XL,Yellow
2348,2.0,DRESS,XS,Yellow
2349,3.0,DRESS,XXL,Yellow
2350,0.0,DRESS,XXXL,Yellow
2351,3.0,DRESS,L,Red
2352,5.0,DRESS,M,Red
2353,15.0,DRESS,S,Red
2354,5.0,DRESS,XL,Red
2355,22.0,DRESS,XS,Red
2356,4.0,DRESS,XXL,Red
2357,7.0,DRESS,XXXL,Red
2358,5.0,TOP,L,Multicolor
2359,1.0,TOP,M,Multicolor
2360,4.0,TOP,S,Multicolor
2361,3.0,TOP,XL,Multicolor
2362,2.0,TOP,XS,Multicolor
2363,2.0,TOP,XXL,Multicolor
2364,8.0,TOP,XXXL,Multicolor
2365,2.0,DRESS,L,Multicolor
2366,4.0,DRESS,M,Multicolor
2367,3.0,DRESS,S,Multicolor
2368,2.0,DRESS,XL,Multicolor
2369,35.0,DRESS,XS,Multicolor
2370,2.0,DRESS,XXL,Multicolor
2371,2.0,DRESS,XXXL,Multicolor
2372,2.0,TOP,L,Multicolor
2373,4.0,TOP,M,Multicolor
2374,14.0,TOP,S,Multicolor
2375,3.0,TOP,XL,Multicolor
2376,21.0,TOP,XS,Multicolor
2377,4.0,TOP,XXL,Multicolor
2378,3.0,TOP,XXXL,Multicolor
2379,4.0,KURTA,L,Multicolor
2380,2.0,KURTA,M,Multicolor
2381,3.0,KURTA,S,Multicolor
2382,2.0,KURTA,XL,Multicolor
2383,2.0,KURTA,XXL,Multicolor
2384,2.0,KURTA,XXXL,Multicolor
2385,5.0,KURTA,L,Multicolor
2386,3.0,KURTA,M,Multicolor
2387,3.0,KURTA,S,Multicolor
2388,4.0,KURTA,XL,Multicolor
2389,3.0,KURTA,XXL,Multicolor
2390,2.0,KURTA,L,Grey
2391,2.0,KURTA,M,Grey
2392,1.0,KURTA,S,Grey
2393,3.0,KURTA,XL,Grey
2394,6.0,KURTA,XXL,Grey
2395,2.0,KURTA,L,Red
2396,2.0,KURTA,M,Red
2397,3.0,KURTA,S,Red
2398,6.0,KURTA,XL,Red
2399,3.0,KURTA,XXL,Red
2400,1.0,KURTA,XXXL,Red
2401,1.0,KURTA,L,Black
2402,0.0,KURTA,M,Black
2403,1.0,KURTA,S,Black
2404,1.0,KURTA,XL,Black
2405,2.0,KURTA,XXL,Black
2406,1.0,KURTA,XXXL,Black
2407,3.0,KURTA,L,Yellow
2408,2.0,KURTA,M,Yellow
2409,2.0,KURTA,S,Yellow
2410,2.0,KURTA,XL,Yellow
2411,3.0,KURTA,XXL,Yellow
2412,4.0,KURTA,L,Black
2413,2.0,KURTA,M,Black
2414,2.0,KURTA,S,Black
2415,1.0,KURTA,XL,Black
2416,2.0,KURTA,XXL,Black
2417,2.0,KURTA,L,Grey
2418,2.0,KURTA,M,Grey
2419,2.0,KURTA,S,Grey
2420,1.0,KURTA,XL,Grey
2421,2.0,KURTA,XXL,Grey
2422,1.0,KURTA,XXXL,Grey
2423,2.0,KURTA,L,Black
2424,2.0,KURTA,M,Black
2425,2.0,KURTA,S,Black
2426,0.0,KURTA,XL,Black
2427,4.0,KURTA,XXL,Black
2428,2.0,CARDIGAN,L,Cream
2429,5.0,CARDIGAN,M,Cream
2430,4.0,CARDIGAN,S,Cream
2431,3.0,CARDIGAN,XL,Cream
2432,2.0,CARDIGAN,XXL,Cream
2433,4.0,CARDIGAN,L,Blue
2434,2.0,CARDIGAN,M,Blue
2435,3.0,CARDIGAN,S,Blue
2436,2.0,CARDIGAN,XL,Blue
2437,2.0,CARDIGAN,XXL,Blue
2438,1.0,CARDIGAN,XXXL,Blue
2439,0.0,KURTA,L,White
2440,0.0,KURTA,M,White
2441,0.0,KURTA,S,White
2442,0.0,KURTA,XL,White
2443,1.0,KURTA,XS,White
2444,0.0,KURTA,XXL,White
2445,0.0,KURTA,XXXL,White
2446,0.0,KURTA,L,Yellow
2447,0.0,KURTA,M,Yellow
2448,2.0,KURTA,S,Yellow
2449,26.0,KURTA,XL,Yellow
2450,24.0,KURTA,XS,Yellow
2451,6.0,KURTA,XXL,Yellow
2452,7.0,KURTA,XXXL,Yellow
2453,6.0,KURTA,L,Blue
2454,8.0,KURTA,M,Blue
2455,6.0,KURTA,S,Blue
2456,3.0,KURTA,XL,Blue
2457,5.0,KURTA,XS,Blue
2458,24.0,KURTA,XXL,Blue
2459,23.0,KURTA,XXXL,Blue
2460,57.0,KURTA,L,Purple
2461,64.0,KURTA,M,Purple
2462,50.0,KURTA,S,Purple
2463,51.0,KURTA,XL,Purple
2464,52.0,KURTA,XS,Purple
2465,60.0,KURTA,XXL,Purple
2466,27.0,KURTA,XXXL,Purple
2467,0.0,DRESS,L,Pink
2468,3.0,DRESS,M,Pink
2469,2.0,DRESS,S,Pink
2470,3.0,DRESS,XL,Pink
2471,1.0,DRESS,XS,Pink
2472,4.0,DRESS,XXL,Pink
2473,2.0,DRESS,XXXL,Pink
2474,28.0,DRESS,L,Blue
2475,29.0,DRESS,M,Blue
2476,5.0,DRESS,S,Blue
2477,78.0,DRESS,XL,Blue
2478,42.0,DRESS,XS,Blue
2479,65.0,DRESS,XXL,Blue
2480,36.0,DRESS,XXXL,Blue
2481,22.0,TOP,L,Orange
2482,22.0,TOP,M,Orange
2483,5.0,TOP,S,Orange
2484,2.0,TOP,XL,Orange
2485,44.0,TOP,XS,Orange
2486,15.0,TOP,XXL,Orange
2487,42.0,TOP,XXXL,Orange
2488,11.0,DRESS,L,Orange
2489,13.0,DRESS,M,Orange
2490,28.0,DRESS,S,Orange
2491,13.0,DRESS,XL,Orange
2492,122.0,DRESS,XS,Orange
2493,3.0,DRESS,XXL,Orange
2494,6.0,DRESS,XXXL,Orange
2495,26.0,TOP,L,Blue
2496,41.0,TOP,M,Blue
2497,54.0,TOP,S,Blue
2498,50.0,TOP,XL,Blue
2499,27.0,TOP,XS,Blue
2500,63.0,TOP,XXL,Blue
2501,48.0,TOP,XXXL,Blue
2502,60.0,TOP,L,Mustard
2503,69.0,TOP,M,Mustard
2504,58.0,TOP,S,Mustard
2505,75.0,TOP,XL,Mustard
2506,21.0,TOP,XS,Mustard
2507,46.0,TOP,XXL,Mustard
2508,15.0,TOP,XXXL,Mustard
2509,145.0,DRESS,L,Mustard
2510,224.0,DRESS,M,Mustard
2511,245.0,DRESS,S,Mustard
2512,116.0,DRESS,XL,Mustard
2513,146.0,DRESS,XS,Mustard
2514,37.0,DRESS,XXL,Mustard
2515,52.0,DRESS,XXXL,Mustard
2516,5.0,DRESS,L,Green
2517,12.0,DRESS,M,Green
2518,100.0,DRESS,S,Green
2519,17.0,DRESS,XL,Green
2520,46.0,DRESS,XS,Green
2521,20.0,DRESS,XXL,Green
2522,10.0,DRESS,XXXL,Green
2523,86.0,TOP,L,Green
2524,40.0,TOP,M,Green
2525,12.0,TOP,S,Green
2526,21.0,TOP,XL,Green
2527,49.0,TOP,XS,Green
2528,24.0,TOP,XXL,Green
2529,18.0,TOP,XXXL,Green
2530,193.0,DRESS,L,Blue
2531,198.0,DRESS,M,Blue
2532,441.0,DRESS,S,Blue
2533,31.0,DRESS,XL,Blue
2534,77.0,DRESS,XS,Blue
2535,166.0,DRESS,XXL,Blue
2536,329.0,DRESS,XXXL,Blue
2538,70.0,TOP,L,Blue
2539,182.0,TOP,M,Blue
2540,151.0,TOP,S,Blue
2541,92.0,TOP,XL,Blue
2542,116.0,TOP,XS,Blue
2543,61.0,TOP,XXL,Blue
2544,49.0,TOP,XXXL,Blue
2545,83.0,DRESS,L,Navy Blue
2546,153.0,DRESS,M,Navy Blue
2547,108.0,DRESS,S,Navy Blue
2548,74.0,DRESS,XL,Navy Blue
2549,131.0,DRESS,XS,Navy Blue
2550,49.0,DRESS,XXL,Navy Blue
2551,7.0,DRESS,XXXL,Navy Blue
2552,234.0,TOP,L,Navy Blue
2553,154.0,TOP,M,Navy Blue
2554,139.0,TOP,S,Navy Blue
2555,145.0,TOP,XL,Navy Blue
2556,131.0,TOP,XS,Navy Blue
2557,177.0,TOP,XXL,Navy Blue
2558,157.0,TOP,XXXL,Navy Blue
2559,4.0,SET,L,Cream
2560,1.0,SET,M,Cream
2561,2.0,SET,S,Cream
2562,8.0,SET,XL,Cream
2563,0.0,SET,XS,Cream
2564,25.0,SET,XXL,Cream
2565,32.0,SET,XXXL,Cream
2566,6.0,SET,L,Cream
2567,2.0,SET,M,Cream
2568,2.0,SET,S,Cream
2569,5.0,SET,XL,Cream
2570,3.0,SET,XS,Cream
2571,28.0,SET,XXL,Cream
2572,29.0,SET,XXXL,Cream
2573,1.0,SET,L,Black
2574,1.0,SET,M,Black
2575,2.0,SET,S,Black
2576,6.0,SET,XL,Black
2577,3.0,SET,XS,Black
2578,11.0,SET,XXL,Black
2579,26.0,SET,XXXL,Black
2580,7.0,SET,L,Mustard
2581,4.0,SET,M,Mustard
2582,4.0,SET,S,Mustard
2583,28.0,SET,XL,Mustard
2584,4.0,SET,XS,Mustard
2585,45.0,SET,XXL,Mustard
2586,34.0,SET,XXXL,Mustard
2587,111.0,CROP TOP WITH PLAZZO,L,Cream
2588,232.0,CROP TOP WITH PLAZZO,M,Cream
2589,95.0,CROP TOP WITH PLAZZO,S,Cream
2590,64.0,CROP TOP WITH PLAZZO,XL,Cream
2591,77.0,CROP TOP WITH PLAZZO,XS,Cream
2592,11.0,CROP TOP WITH PLAZZO,XXL,Cream
2593,27.0,CROP TOP WITH PLAZZO,XXXL,Cream
2594,2.0,SET,L,Cream
2595,2.0,SET,M,Cream
2596,2.0,SET,S,Cream
2597,3.0,SET,XL,Cream
2598,1.0,SET,XS,Cream
2599,15.0,SET,XXL,Cream
2600,10.0,SET,XXXL,Cream
2601,24.0,SET,L,Cream
2602,99.0,SET,M,Cream
2603,30.0,SET,S,Cream
2604,13.0,SET,XL,Cream
2605,20.0,SET,XS,Cream
2606,23.0,SET,XXL,Cream
2607,18.0,SET,XXXL,Cream
2608,22.0,KURTA,L,Green
2609,54.0,KURTA,M,Green
2610,30.0,KURTA,S,Green
2611,15.0,KURTA,XL,Green
2612,26.0,KURTA,XXL,Green
2613,85.0,KURTA,L,Peach
2614,91.0,KURTA,M,Peach
2615,129.0,KURTA,S,Peach
2616,35.0,KURTA,XL,Peach
2617,9.0,KURTA,XXL,Peach
2618,66.0,KURTA,L,Pink
2619,77.0,KURTA,M,Pink
2620,37.0,KURTA,S,Pink
2621,81.0,KURTA,XL,Pink
2622,26.0,KURTA,XXL,Pink
2623,1.0,KURTA,XXXL,Pink
2624,26.0,KURTA,L,Blue
2625,33.0,KURTA,M,Blue
2626,33.0,KURTA,S,Blue
2627,30.0,KURTA,XL,Blue
2628,6.0,KURTA,XXL,Blue
2629,3.0,KURTA SET,L,Grey
2630,5.0,KURTA SET,M,Grey
2631,7.0,KURTA SET,S,Grey
2632,2.0,KURTA SET,XL,Grey
2633,37.0,KURTA SET,XS,Grey
2634,33.0,KURTA SET,XXL,Grey
2635,23.0,KURTA SET,XXXL,Grey
2636,32.0,KURTA SET,L,Maroon
2637,45.0,KURTA SET,M,Maroon
2638,37.0,KURTA SET,S,Maroon
2639,32.0,KURTA SET,XL,Maroon
2640,46.0,KURTA SET,XS,Maroon
2641,55.0,KURTA SET,XXL,Maroon
2642,35.0,KURTA SET,XXXL,Maroon
2643,3.0,KURTA SET,L,Teal
2644,2.0,KURTA SET,M,Teal
2645,2.0,KURTA SET,S,Teal
2646,3.0,KURTA SET,XL,Teal
2647,6.0,KURTA SET,XS,Teal
2648,11.0,KURTA SET,XXL,Teal
2649,20.0,KURTA SET,XXXL,Teal
2650,31.0,KURTA SET,L,Mustard
2651,25.0,KURTA SET,M,Mustard
2652,39.0,KURTA SET,S,Mustard
2653,32.0,KURTA SET,XL,Mustard
2654,26.0,KURTA SET,XS,Mustard
2655,22.0,KURTA SET,XXL,Mustard
2656,26.0,KURTA SET,XXXL,Mustard
2657,5.0,KURTA,L,Orange
2658,4.0,KURTA,M,Orange
2659,24.0,KURTA,S,Orange
2660,3.0,KURTA,XL,Orange
2661,41.0,KURTA,XS,Orange
2662,21.0,KURTA,XXL,Orange
2663,8.0,KURTA,XXXL,Orange
2664,3.0,KURTA,L,Green
2665,2.0,KURTA,M,Green
2666,11.0,KURTA,S,Green
2667,5.0,KURTA,XL,Green
2668,23.0,KURTA,XS,Green
2669,5.0,KURTA,XXL,Green
2670,7.0,KURTA,XXXL,Green
2671,35.0,SET,L,Cream
2672,47.0,SET,M,Cream
2673,34.0,SET,S,Cream
2674,22.0,SET,XL,Cream
2675,37.0,SET,XS,Cream
2676,37.0,SET,XXL,Cream
2677,19.0,SET,XXXL,Cream
2678,1.0,KURTA,L,Pink
2679,0.0,KURTA,M,Pink
2680,7.0,KURTA,S,Pink
2681,9.0,KURTA,XL,Pink
2682,5.0,KURTA,XS,Pink
2683,3.0,KURTA,XXL,Pink
2684,2.0,KURTA,XXXL,Pink
2685,7.0,SET,L,Beige
2686,3.0,SET,M,Beige
2687,23.0,SET,S,Beige
2688,0.0,SET,XL,Beige
2689,25.0,SET,XS,Beige
2690,1.0,SET,XXL,Beige
2691,2.0,SET,XXXL,Beige
2692,1.0,SET,L,Green
2693,1.0,SET,M,Green
2694,3.0,SET,S,Green
2695,2.0,SET,XL,Green
2696,3.0,SET,XS,Green
2697,0.0,SET,XXL,Green
2698,2.0,SET,XXXL,Green
2699,3.0,SET,L,Green
2700,7.0,SET,M,Green
2701,14.0,SET,S,Green
2702,12.0,SET,XL,Green
2703,19.0,SET,XS,Green
2704,2.0,SET,XXL,Green
2705,24.0,SET,XXXL,Green
2706,29.0,SET,L,Pink
2707,16.0,SET,M,Pink
2708,27.0,SET,S,Pink
2709,12.0,SET,XL,Pink
2710,33.0,SET,XS,Pink
2711,14.0,SET,XXL,Pink
2712,19.0,SET,XXXL,Pink
2713,47.0,SET,L,Gold
2714,91.0,SET,M,Gold
2715,32.0,SET,S,Gold
2716,31.0,SET,XL,Gold
2717,28.0,SET,XS,Gold
2718,29.0,SET,XXL,Gold
2719,21.0,SET,XXXL,Gold
2720,10.0,SET,L,Grey
2721,4.0,SET,M,Grey
2722,18.0,SET,S,Grey
2723,13.0,SET,XL,Grey
2724,28.0,SET,XS,Grey
2725,20.0,SET,XXL,Grey
2726,22.0,SET,XXXL,Grey
2727,10.0,KURTA,L,Red
2728,5.0,KURTA,M,Red
2729,13.0,KURTA,S,Red
2730,24.0,KURTA,XL,Red
2731,30.0,KURTA,XS,Red
2732,39.0,KURTA,XXL,Red
2733,20.0,KURTA,XXXL,Red
2734,0.0,KURTA,L,Rust
2735,0.0,KURTA,M,Rust
2736,3.0,KURTA,S,Rust
2737,0.0,KURTA,XL,Rust
2738,6.0,KURTA,XS,Rust
2739,1.0,KURTA,XXL,Rust
2740,2.0,KURTA,XXXL,Rust
2741,32.0,TOP,L,Red
2742,28.0,TOP,M,Red
2743,38.0,TOP,S,Red
2744,36.0,TOP,XL,Red
2745,29.0,TOP,XS,Red
2746,39.0,TOP,XXL,Red
2747,31.0,TOP,XXXL,Red
2748,27.0,TOP,L,Teal
2749,24.0,TOP,M,Teal
2750,23.0,TOP,S,Teal
2751,30.0,TOP,XL,Teal
2752,37.0,TOP,XS,Teal
2753,34.0,TOP,XXL,Teal
2754,25.0,TOP,XXXL,Teal
2755,3.0,TOP,L,Mauve
2756,3.0,TOP,M,Mauve
2757,15.0,TOP,S,Mauve
2758,1.0,TOP,XL,Mauve
2759,30.0,TOP,XS,Mauve
2760,4.0,TOP,XXL,Mauve
2761,2.0,TOP,XXXL,Mauve
2762,1.0,TOP,L,Green
2763,2.0,TOP,M,Green
2764,11.0,TOP,S,Green
2765,1.0,TOP,XL,Green
2766,20.0,TOP,XS,Green
2767,10.0,TOP,XXL,Green
2768,0.0,TOP,XXXL,Green
2769,20.0,TOP,L,Rust
2770,25.0,TOP,M,Rust
2771,31.0,TOP,S,Rust
2772,30.0,TOP,XL,Rust
2773,21.0,TOP,XS,Rust
2774,34.0,TOP,XXL,Rust
2775,28.0,TOP,XXXL,Rust
2776,2.0,DRESS,L,Teal
2777,0.0,DRESS,M,Teal
2778,1.0,DRESS,S,Teal
2779,2.0,DRESS,XL,Teal
2780,1.0,DRESS,XS,Teal
2781,3.0,DRESS,XXL,Teal
2782,2.0,DRESS,XXXL,Teal
2783,1.0,DRESS,L,Yellow
2784,4.0,DRESS,M,Yellow
2785,6.0,DRESS,S,Yellow
2786,1.0,DRESS,XL,Yellow
2787,4.0,DRESS,XS,Yellow
2788,7.0,DRESS,XXL,Yellow
2789,2.0,DRESS,XXXL,Yellow
2790,2.0,DRESS,L,Red
2791,6.0,DRESS,M,Red
2792,26.0,DRESS,S,Red
2793,7.0,DRESS,XL,Red
2794,21.0,DRESS,XS,Red
2795,16.0,DRESS,XXL,Red
2796,3.0,DRESS,XXXL,Red
2797,13.0,DRESS,L,Wine
2798,2.0,DRESS,M,Wine
2799,3.0,DRESS,S,Wine
2800,21.0,DRESS,XL,Wine
2801,19.0,DRESS,XS,Wine
2802,29.0,DRESS,XXL,Wine
2803,1.0,DRESS,L,Rust
2804,2.0,DRESS,M,Rust
2805,3.0,DRESS,S,Rust
2806,5.0,DRESS,XL,Rust
2807,0.0,DRESS,XS,Rust
2808,9.0,DRESS,XXL,Rust
2809,17.0,DRESS,XXXL,Rust
2810,4.0,DRESS,L,Sea Green
2811,4.0,DRESS,M,Sea Green
2812,3.0,DRESS,S,Sea Green
2813,12.0,DRESS,XL,Sea Green
2814,10.0,DRESS,XS,Sea Green
2815,24.0,DRESS,XXL,Sea Green
2816,15.0,DRESS,XXXL,Sea Green
2817,3.0,DRESS,L,Yellow
2818,3.0,DRESS,M,Yellow
2819,6.0,DRESS,S,Yellow
2820,2.0,DRESS,XL,Yellow
2821,5.0,DRESS,XS,Yellow
2822,4.0,DRESS,XXL,Yellow
2823,2.0,DRESS,XXXL,Yellow
2824,13.0,DRESS,L,Teal
2825,21.0,DRESS,M,Teal
2826,22.0,DRESS,S,Teal
2827,35.0,DRESS,XL,Teal
2828,16.0,DRESS,XS,Teal
2829,23.0,DRESS,XXL,Teal
2830,0.0,DRESS,L,MINT GREEN
2831,1.0,DRESS,M,MINT GREEN
2832,5.0,DRESS,S,MINT GREEN
2833,12.0,DRESS,XL,MINT GREEN
2834,4.0,DRESS,XS,MINT GREEN
2835,7.0,DRESS,XXL,MINT GREEN
2836,1.0,DRESS,L,CORAL ORANGE
2837,1.0,DRESS,M,CORAL ORANGE
2838,0.0,DRESS,S,CORAL ORANGE
2839,3.0,DRESS,XL,CORAL ORANGE
2840,1.0,DRESS,XS,CORAL ORANGE
2841,0.0,DRESS,XXL,CORAL ORANGE
2842,0.0,DRESS,XXXL,CORAL ORANGE
2843,4.0,DRESS,L,CORAL PINK
2844,0.0,DRESS,M,CORAL PINK
2845,0.0,DRESS,S,CORAL PINK
2846,3.0,DRESS,XL,CORAL PINK
2847,2.0,DRESS,XS,CORAL PINK
2848,2.0,DRESS,XXL,CORAL PINK
2849,7.0,DRESS,XXXL,CORAL PINK
2850,2.0,DRESS,L,Pink
2851,1.0,DRESS,M,Pink
2852,0.0,DRESS,S,Pink
2853,13.0,DRESS,XL,Pink
2854,12.0,DRESS,XS,Pink
2855,9.0,DRESS,XXL,Pink
2856,23.0,TOP,L,Sea Green
2857,8.0,TOP,M,Sea Green
2858,18.0,TOP,S,Sea Green
2859,20.0,TOP,XL,Sea Green
2860,19.0,TOP,XS,Sea Green
2861,12.0,TOP,XXL,Sea Green
2862,13.0,TOP,XXXL,Sea Green
2863,12.0,TOP,L,Yellow
2864,3.0,TOP,M,Yellow
2865,1.0,TOP,S,Yellow
2866,42.0,TOP,XL,Yellow
2867,2.0,TOP,XS,Yellow
2868,29.0,TOP,XXL,Yellow
2869,34.0,TOP,L,Maroon
2870,22.0,TOP,M,Maroon
2871,20.0,TOP,S,Maroon
2872,40.0,TOP,XL,Maroon
2873,21.0,TOP,XS,Maroon
2874,41.0,TOP,XXL,Maroon
2875,23.0,TOP,XXXL,Maroon
2876,21.0,TOP,L,Pink
2877,12.0,TOP,M,Pink
2878,23.0,TOP,S,Pink
2879,34.0,TOP,XL,Pink
2880,22.0,TOP,XS,Pink
2881,32.0,TOP,XXL,Pink
2882,31.0,TOP,XXXL,Pink
2883,50.0,TOP,L,Teal
2884,46.0,TOP,M,Teal
2885,46.0,TOP,S,Teal
2886,53.0,TOP,XL,Teal
2887,45.0,TOP,XS,Teal
2888,42.0,TOP,XXL,Teal
2889,49.0,DRESS,L,Peach
2890,65.0,DRESS,M,Peach
2891,66.0,DRESS,S,Peach
2892,48.0,DRESS,XL,Peach
2893,43.0,DRESS,XS,Peach
2894,72.0,DRESS,XXL,Peach
2895,52.0,DRESS,XXXL,Peach
2896,70.0,DRESS,L,Sea Green
2897,69.0,DRESS,M,Sea Green
2898,72.0,DRESS,S,Sea Green
2899,71.0,DRESS,XL,Sea Green
2900,58.0,DRESS,XS,Sea Green
2901,73.0,DRESS,XXL,Sea Green
2902,57.0,DRESS,XXXL,Sea Green
2903,49.0,DRESS,L,Blue
2904,51.0,DRESS,M,Blue
2905,61.0,DRESS,S,Blue
2906,58.0,DRESS,XL,Blue
2907,54.0,DRESS,XS,Blue
2908,63.0,DRESS,XXL,Blue
2909,52.0,DRESS,XXXL,Blue
2910,50.0,DRESS,L,Peach
2911,24.0,DRESS,M,Peach
2912,48.0,DRESS,S,Peach
2913,25.0,DRESS,XL,Peach
2914,50.0,DRESS,XS,Peach
2915,25.0,DRESS,XXL,Peach
2916,50.0,DRESS,XXXL,Peach
2917,20.0,DRESS,L,Yellow
2918,20.0,DRESS,M,Yellow
2919,20.0,DRESS,S,Yellow
2920,20.0,DRESS,XL,Yellow
2921,24.0,DRESS,XS,Yellow
2922,20.0,DRESS,XXL,Yellow
2923,20.0,DRESS,XXXL,Yellow
2924,45.0,DRESS,L,White
2925,56.0,DRESS,M,White
2926,60.0,DRESS,S,White
2927,61.0,DRESS,XL,White
2928,48.0,DRESS,XS,White
2929,57.0,DRESS,XXL,White
2930,43.0,DRESS,XXXL,White
2931,20.0,DRESS,L,Pink
2932,19.0,DRESS,M,Pink
2933,19.0,DRESS,S,Pink
2934,20.0,DRESS,XL,Pink
2935,20.0,DRESS,XS,Pink
2936,19.0,DRESS,XXL,Pink
2937,20.0,DRESS,XXXL,Pink
2938,20.0,DRESS,M,Sky Blue
2939,29.0,DRESS,S,Sky Blue
2940,20.0,DRESS,XL,Sky Blue
2941,20.0,DRESS,XS,Sky Blue
2942,11.0,DRESS,XXL,Sky Blue
2943,19.0,DRESS,XXXL,Sky Blue
2944,1.0,KURTA,L,White
2945,1.0,KURTA,M,White
2946,1.0,KURTA,S,White
2947,2.0,KURTA,XL,White
2948,0.0,KURTA,XXL,White
2949,4.0,KURTA,L,Navy Blue
2950,4.0,KURTA,M,Navy Blue
2951,2.0,KURTA,S,Navy Blue
2952,3.0,KURTA,XL,Navy Blue
2953,1.0,KURTA,XXL,Navy Blue
2954,1.0,DRESS,L,Light Pink
2955,1.0,DRESS,M,Light Pink
2956,1.0,DRESS,S,Light Pink
2957,3.0,DRESS,XL,Light Pink
2958,0.0,DRESS,XXL,Light Pink
2959,6.0,DRESS,L,Sky Blue
2960,5.0,DRESS,M,Sky Blue
2961,2.0,DRESS,S,Sky Blue
2962,8.0,DRESS,XL,Sky Blue
2963,2.0,DRESS,XXL,Sky Blue
2964,3.0,SET,L,Green
2965,4.0,SET,M,Green
2966,3.0,SET,S,Green
2967,4.0,SET,XL,Green
2968,4.0,SET,XXL,Green
2969,5.0,TOP,L,Red
2970,5.0,TOP,M,Red
2971,2.0,TOP,S,Red
2972,6.0,TOP,XL,Red
2973,5.0,TOP,XXL,Red
2974,0.0,TOP,L,Sky Blue
2975,0.0,TOP,M,Sky Blue
2976,0.0,TOP,S,Sky Blue
2977,2.0,TOP,XL,Sky Blue
2978,0.0,TOP,XXL,Sky Blue
2979,9.0,KURTA,L,Beige
2980,9.0,KURTA,M,Beige
2981,5.0,KURTA,S,Beige
2982,10.0,KURTA,XL,Beige
2983,4.0,KURTA,XXL,Beige
2984,9.0,SET,L,Yellow
2985,9.0,SET,M,Yellow
2986,5.0,SET,S,Yellow
2987,11.0,SET,XL,Yellow
2988,4.0,SET,XXL,Yellow
2989,10.0,SET,L,Green
2990,9.0,SET,M,Green
2991,4.0,SET,S,Green
2992,9.0,SET,XL,Green
2993,8.0,SET,XXL,Green
2994,12.0,SET,L,Turquoise Green
2995,11.0,SET,M,Turquoise Green
2996,6.0,SET,S,Turquoise Green
2997,16.0,SET,XL,Turquoise Green
2998,2.0,SET,XXL,Turquoise Green
2999,9.0,SET,L,Yellow
3000,2.0,SET,M,Yellow
3001,5.0,SET,S,Yellow
3002,16.0,SET,XL,Yellow
3003,3.0,SET,XXL,Yellow
3004,10.0,TOP,L,White
3005,9.0,TOP,M,White
3006,5.0,TOP,S,White
3007,10.0,TOP,XL,White
3008,6.0,TOP,XXL,White
3009,2.0,TOP,L,Green
3010,3.0,TOP,M,Green
3011,1.0,TOP,S,Green
3012,5.0,TOP,XL,Green
3013,5.0,TOP,XXL,Green
3014,3.0,TOP,L,Blue
3015,0.0,TOP,M,Blue
3016,9.0,TOP,S,Blue
3017,2.0,TOP,XL,Blue
3018,3.0,TOP,XXL,Blue
3019,11.0,TOP,L,Yellow
3020,9.0,TOP,M,Yellow
3021,4.0,TOP,S,Yellow
3022,12.0,TOP,XL,Yellow
3023,7.0,TOP,XXL,Yellow
3024,8.0,KURTA,L,Peach
3025,7.0,KURTA,M,Peach
3026,3.0,KURTA,S,Peach
3027,5.0,KURTA,XL,Peach
3028,5.0,KURTA,XXL,Peach
3029,10.0,DRESS,L,Blue
3030,8.0,DRESS,M,Blue
3031,0.0,DRESS,S,Blue
3032,7.0,DRESS,XL,Blue
3033,1.0,DRESS,XXL,Blue
3034,2.0,KURTA,L,Red
3035,3.0,KURTA,M,Red
3036,0.0,KURTA,S,Red
3037,5.0,KURTA,XL,Red
3038,0.0,KURTA,XXL,Red
3039,2.0,KURTA,L,Sky Blue
3040,3.0,KURTA,M,Sky Blue
